x1,x2,label,cluster
10.656216,10.66671,Soil (non-saline),1
10.825731,10.924269,Soil (non-saline),1
10.828595,10.88014,Soil (non-saline),1
10.841588,10.860556,Soil (non-saline),1
10.841376,10.779232,Soil (non-saline),1
10.628007,10.596857,Soil (non-saline),1
10.66978,10.630205,Soil (non-saline),1
10.673661,10.551262,Soil (non-saline),1
10.787356,10.810009,Soil (non-saline),1
10.815638,10.883517,Soil (non-saline),1
10.899966,10.850271,Soil (non-saline),1
10.694858,10.619256,Soil (non-saline),1
10.636829,10.642082,Soil (non-saline),1
10.648605,10.657206,Soil (non-saline),1
10.784693,10.721048,Soil (non-saline),1
10.934188,10.845116,Soil (non-saline),1
10.829078,1.8707097,Water (saline),5
10.883562,1.8162761,Water (saline),5
10.815344,1.8842875,Water (saline),5
10.858122,1.841488,Water (saline),5
10.9109335,1.7891197,Water (saline),5
10.909737,1.7901965,Water (saline),5
12.681035,0.06853485,Water (saline),5
10.818277,1.8813184,Water (saline),5
12.692382,0.6568026,Water (saline),5
12.70042,0.6785372,Water (saline),5
12.707044,0.6876109,Water (saline),5
12.509075,0.6376339,Water (saline),5
12.597248,0.67212504,Water (saline),5
12.517848,0.7201015,Water (saline),5
12.5739,0.41372076,Water (saline),5
12.629085,0.51911473,Water (saline),5
12.6355095,0.6015844,Water (saline),5
14.164159,0.66531837,Sediment (saline),2
14.122038,0.5688801,Sediment (saline),2
14.155246,0.6297508,Sediment (saline),2
8.007031,2.9989479,Animal corpus,3
7.984221,2.9951768,Animal corpus,3
7.992934,2.9914715,Animal corpus,3
7.988922,2.9873135,Animal corpus,3
12.594798,0.7863238,Animal corpus,9
12.586222,0.83661693,Animal corpus,9
12.608432,0.7971336,Animal corpus,9
11.909894,0.036574632,Animal corpus,9
11.826126,0.007670355,Animal corpus,9
11.915428,0.089457355,Animal corpus,9
11.909958,0.042821176,Animal corpus,9
9.057052,4.3043,Animal corpus,3
9.041934,4.3434086,Animal corpus,3
8.998628,4.1821427,Animal corpus,3
